Var1	Var2
RXN-10442	
RXN-16743	fusarin C biosynthesis
RXN-18361	1,4-dichlorobenzene degradation
RXN-18360	1,4-dichlorobenzene degradation
RXN-10441	(E,E)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis
3.6.3.46-RXN	
RXN-18359	
RXN-18357	
RXN-10439	jasmonoyl-amino acid conjugates biosynthesis I
TRANS-RXN-165	
RXN-18356	taurine biosynthesis I
RXN-18355	taurine biosynthesis II
RXN-10438	
RXN-16721	fusaric acid biosynthesis
RXN-18354	urate conversion to allantoin III
RXN-18353	
RXN-10437	
3.6.3.23-RXN	
RXN-18352	anthocyanin biosynthesis (pelargonidin 3-O-glucoside)
RXN-18351	
RXN-10436	
TRANS-RXN-137	
RXN-18350	
RXN-18349	proanthocyanidins biosynthesis from flavanols	anthocyanin biosynthesis
RXN-10434	
TRANS-RXN0-576	
RXN-18348	proanthocyanidins biosynthesis from flavanols	anthocyanin biosynthesis
RXN-18347	heme degradation VII
RXN-10433	
RXN-5802	
RXN-18346	heme degradation VII
RXN-18345	
RXN-10432	
TRANS-RXN-118	
RXN-18339	heme degradation III
RXN-18338	heme degradation III
RXN-10431	
TRANS-RXN0-559	
RXN-18337	heme degradation V
RXN-18336	rebeccamycin biosynthesis
RXN-10430	
RXN-9357	rhodoquinone-9 biosynthesis
RXN-18333	
RXN-18332	UDP-beta-L-rhamnose biosynthesis
RXN-10429	
RXN-19934	
RXN-18331	
RXN-18330	
RXN-10428	3,4-dichlorobenzoate degradation
RXN-18099	
RXN-18329	
RXN-18328	
RXN-10427	3,4-dichlorobenzoate degradation
TRANS-RXN-105	
RXN-18326	
RXN-18325	
RXN-10426	3,4-dichlorobenzoate degradation	3-chlorobenzoate degradation II (via protocatechuate)
TRANS-RXN0-534	
RXN-18324	
RXN-18319	
RXN-10425	3,4-dichlorobenzoate degradation	3-chlorobenzoate degradation II (via protocatechuate)
RXN-12907	
RXN-18318	UDP-yelosamine biosynthesis
RXN-18317	
RXN-10424	3-chlorobenzoate degradation II (via protocatechuate)
RXN-15644	fumitremorgin C biosynthesis
RXN-18316	
RXN-18315	
RXN-10423	3-chlorobenzoate degradation II (via protocatechuate)
TRANS-RXN0-515	
RXN-18314	
RXN-18313	neolacto-series glycosphingolipids biosynthesis
RXN-10422	3-chlorobenzoate degradation II (via protocatechuate)
RXN-15168	
RXN-18312	neolacto-series glycosphingolipids biosynthesis
RXN-18311	neolacto-series glycosphingolipids biosynthesis
RXN-10421	3-chlorobenzoate degradation II (via protocatechuate)
TRANS-RXN0-498	
RXN-18310	lacto-series glycosphingolipids biosynthesis
RXN-18309	lacto-series glycosphingolipids biosynthesis
RXN-10420	3-chlorocatechol degradation III (meta pathway)
TRANS-RXN0-474	
RXN-18308	neolacto-series glycosphingolipids biosynthesis
RXN-18307	neolacto-series glycosphingolipids biosynthesis
RXN-10419	3-chlorocatechol degradation III (meta pathway)
ABC-56-RXN	
RXN-18306	neolacto-series glycosphingolipids biosynthesis
RXN-18305	glycogen biosynthesis III (from alpha-maltose 1-phosphate)
RXN-10381	4-chloronitrobenzene degradation
TRANS-RXN0-453	
RXN-18304	
RXN-18303	gala-series glycosphingolipids biosynthesis
RXN-1026	
RXN0-5258-Yeast	
RXN-18302	gala-series glycosphingolipids biosynthesis
RXN-18301	gala-series glycosphingolipids biosynthesis
RXN-1025	cuticular wax biosynthesis
ABC-23-RXN	
RXN-18300	globo-series glycosphingolipids biosynthesis
RXN-18299	globo-series glycosphingolipids biosynthesis
RXN-10246	4-chloronitrobenzene degradation
TRANS-RXN0-281	
RXN-18298	globo-series glycosphingolipids biosynthesis
RXN-18297	ganglio-series glycosphingolipids biosynthesis
RXN-10245	4-chloronitrobenzene degradation
RXN-15092	
RXN-18296	ganglio-series glycosphingolipids biosynthesis
RXN-18295	ganglio-series glycosphingolipids biosynthesis
RXN-10244	quercetin sulfate biosynthesis
TRANS-RXN0-264	
RXN-18294	ganglio-series glycosphingolipids biosynthesis
RXN-18292	
RXN-1023	cuticular wax biosynthesis
RXN-14650	
RXN-18291	gala-series glycosphingolipids biosynthesis
RXN-18290	
RXN-1021	cuticular wax biosynthesis
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	TCA cycle III (animals)	aerobic respiration I (cytochrome c)	aerobic respiration II (cytochrome c) (yeast)	aerobic respiration III (alternative oxidase pathway)	succinate to cytochrome bd oxidase electron transfer	succinate to cytochrome bo oxidase electron transfer
RXN-18288	
RXN-18287	ganglio-series glycosphingolipids biosynthesis
RXN-10139	indolmycin biosynthesis	indole-3-acetate biosynthesis I
TRANS-RXN0-209	
RXN-18286	ganglio-series glycosphingolipids biosynthesis
RXN-18285	ganglio-series glycosphingolipids biosynthesis
RXN-10138	quercetin sulfate biosynthesis
TRANS-RXN-94	
RXN-18284	
RXN-18283	
RXN-10137	gamma-resorcylate degradation I	resorcinol degradation	gamma-resorcylate degradation II	4-nitrophenol degradation II	4-aminophenol degradation	2,4,5-trichlorophenoxyacetate degradation
RXN-15480	patulin biosynthesis
RXN-18281	ganglio-series glycosphingolipids biosynthesis
RXN-18280	ganglio-series glycosphingolipids biosynthesis
RXN-10136	2,4,5-trichlorophenoxyacetate degradation
TRANS-RXN-57	
RXN-1828	
RXN-18279	ganglio-series glycosphingolipids biosynthesis
RXN-10135	2,4,5-trichlorophenoxyacetate degradation
RXN-13193	
RXN-18278	ganglio-series glycosphingolipids biosynthesis
RXN-18275	ganglio-series glycosphingolipids biosynthesis
RXN-10134	2,4,5-trichlorophenoxyacetate degradation
TRANS-RXN-367	
RXN-18274	ganglio-series glycosphingolipids biosynthesis
RXN-18273	
RXN-10133	2,4,5-trichlorophenoxyacetate degradation
RXN-19206	
RXN-18272	
RXN-18271	ganglio-series glycosphingolipids biosynthesis
RXN-10132	quercetin sulfate biosynthesis
RXN1G-137	mycolate biosynthesis
RXN-18270	ganglio-series glycosphingolipids biosynthesis
RXN-1827	
RXN-10131	quercetin sulfate biosynthesis
TRANS-RXN-351	
RXN-18268	
RXN-18266	
RXN-10130	quercetin sulfate biosynthesis
RXN-14548	3-amino-4,7-dihydroxy-coumarin biosynthesis
RXN-18265	
RXN-18264	biosynthesis of Lewis epitopes (H. pylori)
RXN-10129	chlorinated phenols degradation
RXN-13158	
RXN-18263	biosynthesis of Lewis epitopes (H. pylori)
RXN-18262	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide
RXN-10128	chlorinated phenols degradation
TRANS-RXN-335	
RXN-18261	
RXN-18260	
RXN-10127	chlorinated phenols degradation
TRANS-RXN-317	
RXN-1826	
RXN-18259	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide	biosynthesis of Lewis epitopes (H. pylori)
RXN-10125	chlorinated phenols degradation
RXN-11118	pyochelin biosynthesis
RXN-18258	
RXN-18257	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide
RXN-10124	
TRANS-RXN-295	
RXN-18256	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide
RXN-18254	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide	biosynthesis of Lewis epitopes (H. pylori)
RXN-10123	
RXN0-2162	
RXN-18252	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide
RXN-18251	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide
RXN-10122	
TRANS-RXN-275	protein N-glycosylation (Haloferax volcanii)
RXN-18250	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide
RXN-1825	
RXN-10121	
RXN-19114	
RXN-18249	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide
RXN-18247	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide
RXN-10120	
RXN-14466	
RXN-18246	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide
RXN-18245	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide
RXN-10119	
TRANS-RXN-245	
RXN-18244	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide
RXN-18243	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide
RXN-10118	
RXN-19093	
RXN-18242	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide
RXN-18241	
RXN-10116	
RXN0-16	
RXN-18240	
RXN-1824	
RXN-10115	
TRANS-RXN-230	
RXN-18239	
RXN-18238	
RXN-10114	
RXN0-0	
RXN-18237	
RXN-18235	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide
RXN-10113	
TRANS-RXN-207	
RXN-18234	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide	biosynthesis of Lewis epitopes (H. pylori)
RXN-18232	
RXN-10112	
TRANS-RXN-188	
RXN-18230	indole glucosinolate activation (herbivore attack)
RXN-1823	
RXN-10111	
3.6.3.41-RXN	
RXN-18229	
RXN-18228	
RXN-10109	
TRANS-RXN-16	
RXN-18227	
RXN-18226	
RXN-10108	2,5-dichlorotoluene degradation
RXN-16718	fusaric acid biosynthesis
RXN-18225	
RXN-18224	
RXN-10107	2,4-dichlorotoluene degradation
TRANS-RXN66-1231	
RXN-18223	
RXN-18222	
RXN-10106	2,4-dichlorotoluene degradation
3.6.3.18-RXN	
RXN-18221	
RXN-18220	
RXN-10105	2,5-dichlorotoluene degradation
TRANS-RXN-130	
RXN-18219	
RXN-18218	
RXN-10104	3,4-dichlorotoluene degradation
TRANS-RXN0-573	
RXN-18217	glucosinolate activation
RXN-18216	glucosinolate activation
RXN-10103	3,4-dichlorotoluene degradation
3.5.5.4-RXN	cyanide detoxification I
RXN-18215	
RXN-18214	
RXN-10102	2,5-dichlorotoluene degradation
TRANS-RXN-114	
RXN-18213	
RXN-18212	
RXN-10101	2,4-dichlorotoluene degradation
TRANS-RXN0-556	
RXN-18211	
RXN-18210	
RXN-10100	2,4-dichlorotoluene degradation
RXN-16672	apicidin F biosynthesis
RXN-18209	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-18208	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-10099	2,4-dichlorotoluene degradation
RXN-12413	
RXN-18207	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-18206	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-10098	3,4-dichlorotoluene degradation
RXN0-6511	
RXN-18205	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-18204	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-10097	2,5-dichlorotoluene degradation
RXN66-448	
RXN-18203	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-18202	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-10096	2,4-dichlorotoluene degradation
RXN-13407	
RXN-18201	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-18200	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-10095	3,4-dichlorotoluene degradation
TRANS-RXN-100	
RXN-18199	
RXN-18198	L-homomethionine biosynthesis
RXN-10094	2,5-dichlorotoluene degradation
TRANS-RXN0-531	
RXN-18197	
RXN-18195	
RXN-10093	2,4-dichlorotoluene degradation
ACH3-RXN	
RXN-18194	
RXN-18193	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-10092	3,4-dichlorotoluene degradation
TRANS-RXN0-512	
RXN-18192	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-18191	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-10091	2,5-dichlorotoluene degradation
RXN-15165	
RXN-18190	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-18189	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-10090	2,4-dichlorotoluene degradation
TRANS-RXN0-495	
RXN-18188	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-18187	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-15143	
RXN-18186	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-18185	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-10088	
TRANS-RXN0-469	
RXN-18184	aliphatic glucosinolate biosynthesis, side chain elongation cycle
RXN-18183	L-homomethionine biosynthesis
RXN-10087	3-chlorocatechol degradation II (ortho)
ABC-4-RXN	
RXN-18182	L-homomethionine biosynthesis
RXN-18181	
RXN-10086	4-methylcatechol degradation (ortho cleavage)
TRANS-RXN0-449	
RXN-18180	
RXN-18179	
RXN-10085	4-methylcatechol degradation (ortho cleavage)
ABC-19-RXN	
RXN-18178	
RXN-18177	
RXN-10083	4-methylcatechol degradation (ortho cleavage)
TRANS-RXN0-278	
RXN-18176	
RXN-18175	
RXN-10082	4-methylcatechol degradation (ortho cleavage)
RXN-13754	
RXN-18174	
RXN-18173	
RXN-10081	4-methylcatechol degradation (ortho cleavage)
TRANS-RXN0-240	
RXN-18172	
RXN-18171	
RXN-10080	4-methylcatechol degradation (ortho cleavage)
RXN-14647	
RXN-18170	
RXN-18169	
RXN-10079	methylsalicylate degradation
RXN-18837	dinoflagellate bioluminescence
RXN-18168	K-252 biosynthesis	staurosporine biosynthesis
RXN-18167	K-252 biosynthesis	violacein biosynthesis	staurosporine biosynthesis
RXN-10078	methylsalicylate degradation
TRANS-RXN0-205	
RXN-18166	glucosinolate biosynthesis from tryptophan
RXN-18165	
RXN-10077	gamma-hexachlorocyclohexane degradation
RXN-13711	
RXN-18164	
RXN-18163	
RXN-10076	2,4,6-trichlorophenol degradation
TRANS-RXN-82	
RXN-18162	
RXN-18161	
RXN-10075	2,4,6-trichlorophenol degradation
TRANS-RXN-41	
RXN-18160	
RXN-18159	
RXN-10074	2,4,6-trichlorophenol degradation
RXN-18158	
RXN-18157	
RXN-10068	mevalonate pathway III (archaea)	mevalonate pathway II (archaea)
RXN-15453	momilactone A biosynthesis
RXN-18156	
RXN-18155	
RXN-10067	mevalonate pathway II (archaea)
RXN-13190	
RXN-18153	Amaryllidacea alkaloids biosynthesis
RXN-18152	Amaryllidacea alkaloids biosynthesis
RXN-10066	inosine-5'-phosphate biosynthesis III
TRANS-RXN-364	
RXN-18151	cyclobis-(1rarr6)-alpha-nigerosyl degradation
RXN-18150	
RXN-10065	
DLACTDEHYDROGFAD-RXN	D-lactate to cytochrome bo oxidase electron transfer	2-chloroacrylate degradation I	methylglyoxal degradation I
RXN-18149	cyclobis-(1rarr6)-alpha-nigerosyl degradation
RXN-18147	cyclobis-(1rarr6)-alpha-nigerosyl degradation
RXN-10064	lactate biosynthesis (archaea)
RXN-15432	phytocassanes biosynthesis, shared reactions
RXN-18144	taxiphyllin biosynthesis	dhurrin biosynthesis
RXN-18143	
RXN-10063	6-hydroxymethyl-dihydropterin diphosphate biosynthesis V (Pyrococcus)	6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)
RXN-10729	aloesone biosynthesis II
RXN-18142	Amaryllidacea alkaloids biosynthesis
RXN-18141	Amaryllidacea alkaloids biosynthesis
RXN-10058	flavin biosynthesis III (fungi)	flavin biosynthesis II (archaea)
TRANS-RXN-349	
RXN-18140	Amaryllidacea alkaloids biosynthesis
RXN-18138	Amaryllidacea alkaloids biosynthesis
RXN-10057	flavin biosynthesis III (fungi)	flavin biosynthesis II (archaea)
RXN-19680	vitamin K degradation
RXN-18137	Amaryllidacea alkaloids biosynthesis
RXN-18136	Amaryllidacea alkaloids biosynthesis
RXN-10056	flavin biosynthesis II (archaea)
RXN-17801	
RXN-18135	Amaryllidacea alkaloids biosynthesis
RXN-18134	Amaryllidacea alkaloids biosynthesis
RXN-10055	flavin biosynthesis II (archaea)
RXN1F-152	
RXN-18133	Amaryllidacea alkaloids biosynthesis
RXN-18132	Amaryllidacea alkaloids biosynthesis
RXN-10054	3-dehydroquinate biosynthesis II (archaea)	lactate biosynthesis (archaea)
RXN-15392	avenacin A-1 biosynthesis
RXN-18129	Amaryllidacea alkaloids biosynthesis
RXN-18128	Amaryllidacea alkaloids biosynthesis
RXN-10053	3-dehydroquinate biosynthesis II (archaea)
RXN-15899	bassianin and desmethylbassianin biosynthesis
RXN-18127	Amaryllidacea alkaloids biosynthesis
RXN-18126	Amaryllidacea alkaloids biosynthesis
RXN-10052	
RXN0-2461	
RXN-18125	Amaryllidacea alkaloids biosynthesis
RXN-18124	Amaryllidacea alkaloids biosynthesis
RXN-10051	
3.4.21.3-RXN	
RXN-18123	Amaryllidacea alkaloids biosynthesis
RXN-18122	Amaryllidacea alkaloids biosynthesis
RXN-10050	
TRANS-RXN-291	
RXN-18121	Amaryllidacea alkaloids biosynthesis
RXN-18120	Amaryllidacea alkaloids biosynthesis
RXN-10049	
RXN-17335	
RXN-18119	
RXN-18117	
RXN-10048	
TRANS-RXN-272	
RXN-18115	actinorhodin biosynthesis
RXN-18114	actinorhodin biosynthesis
RXN-10047	
TRANS-RXN-242B	
RXN-18113	
RXN-18112	
RXN-10046	
TRANS-RXN-226	
RXN-18111	
RXN-18110	
RXN-10045	
RXN-18627	vindoline and vinblastine biosynthesis
RXN-18108	
RXN-18107	
RXN-10044	
SUCROSE-SYNTHASE-RXN	sucrose degradation II (sucrose synthase)
TRANS-RXN-204	
RXN-18106	
RXN-18105	
RXN-10043	
2.6.1.82-RXN	
RXN-18104	
RXN-18103	
RXN-10042	
TRANS-RXN-185	
RXN-18102	
RXN-18101	
RXN-10041	
RXN-18154	
RXN-18098	prunasin and amygdalin biosynthesis
RXN-18096	
RXN-10040	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate
3.6.3.37-RXN	
RXN-18095	prunasin and amygdalin biosynthesis
RXN-18094	prunasin and amygdalin biosynthesis
RXN-10036	3-phosphoinositide degradation
TRANS-RXN-155B	
RXN-18093	
RXN-18092	
RXN-10035	S-methyl-5'-thioadenosine degradation III
TRANS-RXN0-622	
RXN-18091	chlorzoxazone degradation
RXN-18090	chlorzoxazone degradation
RXN-10034	tRNA splicing I
3.6.3.15-RXN	
RXN-18089	ergothioneine biosynthesis II (fungi)	ergothioneine biosynthesis I (bacteria)
RXN-18088	ergothioneine biosynthesis II (fungi)	ergothioneine biosynthesis I (bacteria)
RXN-10032	3-dehydroquinate biosynthesis II (archaea)
TRANS-RXN-126B	
RXN-18086	dimethyl sulfide degradation II (oxidation)
RXN-18085	
RXN-10031	3-dehydroquinate biosynthesis II (archaea)
TRANS-RXN0-570	
RXN-18084	chitin degradation III (Serratia)
RXN-18083	chitin degradation III (Serratia)
RXN-10030	
RXN-18082	
RXN-18080	chitin degradation III (Serratia)
RXN-10029	
TRANS-RXN0-550	
RXN-18079	chitin degradation III (Serratia)
RXN-18078	
RXN-10019	autoinducer AI-2 biosynthesis II (Vibrio)
RXN-16666	apicidin biosynthesis
RXN-18077	
RXN-18076	
RXN-10018	autoinducer AI-2 biosynthesis II (Vibrio)
TRANS-RXN0-546	
RXN-18075	
RXN-18074	tunicamycin biosynthesis
RXN-10017	autoinducer AI-2 biosynthesis I
RXN-12410	
RXN-18073	tunicamycin biosynthesis
RXN-18072	tunicamycin biosynthesis
RXN-10016	autoinducer AI-2 biosynthesis II (Vibrio)
RXN66-445	
RXN-18071	tunicamycin biosynthesis
RXN-18070	tunicamycin biosynthesis
RXN-10015	autoinducer AI-2 biosynthesis I
RXN-13404	
RXN-18069	tunicamycin biosynthesis
RXN-18068	tunicamycin biosynthesis
RXN-10014	tetrahydromethanopterin biosynthesis
TRANS-RXN0-528	
RXN-18067	teichuronic acid biosynthesis (B. subtilis 168)
RXN-18066	teichuronic acid biosynthesis (B. subtilis 168)
RXN-10013	tetrahydromethanopterin biosynthesis
RXN-17121	
RXN-18065	teichuronic acid biosynthesis (B. subtilis 168)
RXN-18064	teichuronic acid biosynthesis (B. subtilis 168)
RXN-10012	tetrahydromethanopterin biosynthesis
RXN0-6373	glucose and glucose-1-phosphate degradation	glucose degradation (oxidative)	L-ascorbate biosynthesis VI (engineered pathway)
RXN-18063	teichuronic acid biosynthesis (B. subtilis 168)
RXN-18061	poly(3-O-beta-D-glucopyranosyl-N-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis
RXN-10011	tetrahydromethanopterin biosynthesis
RXN-15178	
RXN-18060	poly(3-O-beta-D-glucopyranosyl-N-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis
RXN-18059	poly(3-O-beta-D-glucopyranosyl-N-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis
RXN-10010	tetrahydromethanopterin biosynthesis
TRANS-RXN0-509	
RXN-18058	poly(3-O-beta-D-glucopyranosyl-N-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis
RXN-18057	poly(3-O-beta-D-glucopyranosyl-N-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis
RXN-10009	
RXN-15161	
RXN-18055	
RXN-18054	
RXN-10005	
TRANS-RXN0-491	
RXN-18053	type IV lipoteichoic acid biosynthesis (S. pneumoniae)
RXN-18052	dimycocerosyl triglycosyl phenolphthiocerol biosynthesis	dimycocerosyl phthiocerol biosynthesis
RXN-10004	
RXN-17086	methyl phomopsenoate biosynthesis
RXN-18051	
RXN-18050	type IV lipoteichoic acid biosynthesis (S. pneumoniae)
RXN-10003	CMP-pseudaminate biosynthesis
RXN-15595	brassicicene C biosynthesis
RXN-18049	type IV lipoteichoic acid biosynthesis (S. pneumoniae)
RXN-18048	type IV lipoteichoic acid biosynthesis (S. pneumoniae)
RXN-10002	CMP-pseudaminate biosynthesis
TRANS-RXN0-466	
RXN-18047	type IV lipoteichoic acid biosynthesis (S. pneumoniae)
RXN-18046	type IV lipoteichoic acid biosynthesis (S. pneumoniae)
RXN-10001	CMP-pseudaminate biosynthesis
RXN-14246	
RXN-18045	type IV lipoteichoic acid biosynthesis (S. pneumoniae)
RXN-18044	type IV lipoteichoic acid biosynthesis (S. pneumoniae)
RXN-10000	CMP-pseudaminate biosynthesis
ABC-35-RXN	
RXN-18043	type IV lipoteichoic acid biosynthesis (S. pneumoniae)
RXN-18042	type IV lipoteichoic acid biosynthesis (S. pneumoniae)
RXN-10	canavanine biosynthesis
TRANS-RXN0-445	chitin derivatives degradation
RXN-1804	fructan biosynthesis
RXN-18039	type I lipoteichoic acid biosynthesis (S. aureus)
RXN-1	putrescine degradation III
RXN-17050	nivalenol biosynthesis
RXN-18038	type I lipoteichoic acid biosynthesis (S. aureus)
RXN-18037	type I lipoteichoic acid biosynthesis (S. aureus)
RXN-0	putrescine degradation III
ABC-15-RXN	
RXN-18036	type I lipoteichoic acid biosynthesis (S. aureus)
RXN-18035	type I lipoteichoic acid biosynthesis (S. aureus)
RR-BUTANEDIOL-DEHYDROGENASE-RXN	(R,R)-butanediol degradation	(R,R)-butanediol biosynthesis
TRANS-RXN0-275	
RXN-18033	
RXN-18032	
RNTRACTIV-RXN	
RXN-16524	echinocandin B degradation
RXN-18031	
RXN-18030	poly(ribitol phosphate) wall teichoic acid biosynthesis I (B. subtilis)
RNA-DIRECTED-DNA-POLYMERASE-RXN	
TRANS-RXN0-235	
RXN-1803	fructan biosynthesis
RXN-18029	poly(ribitol phosphate) wall teichoic acid biosynthesis I (B. subtilis)
RIFAMYCIN-B-OXIDASE-RXN	
RXN-12247	
RXN-18028	poly(glycerol phosphate) wall teichoic acid biosynthesis
RXN-18027	poly(ribitol phosphate) wall teichoic acid biosynthesis II (S. aureus)
RIBULPEPIM-RXN	L-arabinose degradation I	L-ascorbate degradation II (bacterial, aerobic)	L-ascorbate degradation I (bacterial, anaerobic)	L-lyxose degradation
TRANS-RXN0-202	
RXN-18025	
RXN-18024	
RIBULP3EPIM-RXN	Bifidobacterium shunt	heterolactic fermentation	Calvin-Benson-Bassham cycle	Rubisco shunt	pentose phosphate pathway (non-oxidative branch)	formaldehyde assimilation III (dihydroxyacetone cycle)	formaldehyde assimilation II (assimilatory RuMP Cycle)	pentose phosphate pathway (partial)
RXN-13225	
RXN-18023	
RXN-18022	(-)-dehydrodiconiferyl alcohol degradation
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	nucleoside and nucleotide degradation (archaea)	Calvin-Benson-Bassham cycle	Rubisco shunt
RXN-13707	
RXN-18020	poly(ribitol phosphate) wall teichoic acid biosynthesis II (S. aureus)
RXN-1802	fructan biosynthesis
RIBULOKIN-RXN	
TRANS-RXN-77	
RXN-18018	poly(ribitol phosphate) wall teichoic acid biosynthesis I (B. subtilis)
RXN-18017	poly(ribitol phosphate) wall teichoic acid biosynthesis I (B. subtilis)
RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN	
RXN-13689	
RXN-18016	poly(ribitol phosphate) wall teichoic acid biosynthesis I (B. subtilis)
RXN-18015	poly(ribitol phosphate) wall teichoic acid biosynthesis I (B. subtilis)
RIBOSYLNICOTINAMIDE-KINASE-RXN	NAD salvage pathway IV (from nicotinamide riboside)
TRANS-RXN-377	
RXN-18011	
RXN-18010	
RIBOSYLHOMOCYSTEINASE-RXN	L-cysteine biosynthesis VI (from L-methionine)	autoinducer AI-2 biosynthesis II (Vibrio)	autoinducer AI-2 biosynthesis I	S-adenosyl-L-methionine cycle I
NUCLEOSIDE-OXIDASE-RXN	
RXN-1801	fructan biosynthesis
RXN-18008	poly(ribitol phosphate) wall teichoic acid biosynthesis II (S. aureus)
RIBOSE-ISOMERASE-RXN	
RXN1G-470	mycolate biosynthesis
RXN-18007	poly(ribitol phosphate) wall teichoic acid biosynthesis II (S. aureus)
RXN-18006	poly(ribitol phosphate) wall teichoic acid biosynthesis II (S. aureus)
RIBOSE-5-PHOSPHATE--AMMONIA-LIGASE-RXN	
RXN-13187	
RXN-18005	dTDP-L-daunosamine biosynthesis
RXN-18004	dTDP-L-daunosamine biosynthesis
RIBOSE-1-DEHYDROGENASE-NADP+-RXN	
TRANS-RXN-361	
RXN-18003	dTDP-L-daunosamine biosynthesis
RXN-18002	
RIBOPHOSPHAT-RXN	toxoflavin biosynthesis	flavin biosynthesis III (fungi)	flavin biosynthesis II (archaea)	flavin biosynthesis I (bacteria and plants)
TRANS-RXN-346	
RXN-18001	thiosulfate disproportionation III (quinone)
RXN-17998	daunorubicin biosynthesis	aclacinomycin biosynthesis
RIBOKIN-RXN	ribose phosphorylation
TRANS-RXN-33	
RXN-17997	
RXN-17996	chlorotetracycline biosynthesis
RIBOFLAVINSYNREDUC-RXN	toxoflavin biosynthesis	flavin biosynthesis I (bacteria and plants)
RXN-16866	8-O-methylfusarubin biosynthesis
RXN-17988	tetracycline and oxytetracycline biosynthesis
RXN-17982	6-methylpretetramide biosynthesis
RIBOFLAVINSYNDEAM-RXN	toxoflavin biosynthesis	flavin biosynthesis I (bacteria and plants)
TRANS-RXN-310	
RXN-17981	tetracycline and oxytetracycline biosynthesis
RXN-17980	tetracycline and oxytetracycline biosynthesis
RIBOFLAVINKIN-RXN	5,6-dimethylbenzimidazole biosynthesis I (aerobic)	roseoflavin biosynthesis	flavin biosynthesis IV (mammalian)	flavin biosynthesis III (fungi)	flavin biosynthesis I (bacteria and plants)
RXN-10651	synechoxanthin biosynthesis
RXN-17979	tetracycline and oxytetracycline biosynthesis
RXN-17978	tetracycline and oxytetracycline biosynthesis
RIBOFLAVINASE-RXN	
TRANS-RXN-286	
RXN-17977	tetracycline and oxytetracycline biosynthesis
RXN-17976	tetracycline and oxytetracycline biosynthesis
RIBOFLAVIN-SYN-RXN	flavin biosynthesis III (fungi)	flavin biosynthesis II (archaea)	flavin biosynthesis I (bacteria and plants)
RXN-17332	caffeine degradation V (bacteria, via trimethylurate)
RXN-17975	tetracycline and oxytetracycline biosynthesis
RXN-17973	6-methylpretetramide biosynthesis
RIBOFLAVIN-PHOSPHOTRANSFERASE-RXN	
TRANS-RXN-27	
RXN-17972	
RXN-17971	
