Var1	Var2
R11238	Acarbose and validamycin biosynthesis
R11239	
R11240	Acarbose and validamycin biosynthesis
R11241	Acarbose and validamycin biosynthesis
R11242	
R11243	Acarbose and validamycin biosynthesis
R11246	Acarbose and validamycin biosynthesis
R11250	Acarbose and validamycin biosynthesis
R11251	Acarbose and validamycin biosynthesis
R11256	Starch and sucrose metabolism
R11257	Tyrosine metabolism
R11258	
R11259	
R11260	Starch and sucrose metabolism
R11262	Starch and sucrose metabolism
R11263	Propanoate metabolism
R11264	Propanoate metabolism
R11265	Neomycin, kanamycin and gentamicin biosynthesis
R11266	Neomycin, kanamycin and gentamicin biosynthesis
R11267	Neomycin, kanamycin and gentamicin biosynthesis
R11268	Neomycin, kanamycin and gentamicin biosynthesis
R11269	Neomycin, kanamycin and gentamicin biosynthesis
R11270	Neomycin, kanamycin and gentamicin biosynthesis
R11271	Neomycin, kanamycin and gentamicin biosynthesis
R11272	Neomycin, kanamycin and gentamicin biosynthesis
R11273	Neomycin, kanamycin and gentamicin biosynthesis
R11274	Neomycin, kanamycin and gentamicin biosynthesis
R11275	Neomycin, kanamycin and gentamicin biosynthesis
R11276	Neomycin, kanamycin and gentamicin biosynthesis
R11277	Neomycin, kanamycin and gentamicin biosynthesis
R11278	Neomycin, kanamycin and gentamicin biosynthesis
R11279	Neomycin, kanamycin and gentamicin biosynthesis
R11280	Neomycin, kanamycin and gentamicin biosynthesis
R11281	Neomycin, kanamycin and gentamicin biosynthesis
R11282	Neomycin, kanamycin and gentamicin biosynthesis
R11283	Neomycin, kanamycin and gentamicin biosynthesis
R11284	Neomycin, kanamycin and gentamicin biosynthesis
R11285	Neomycin, kanamycin and gentamicin biosynthesis
R11286	Neomycin, kanamycin and gentamicin biosynthesis
R11288	Neomycin, kanamycin and gentamicin biosynthesis
R11289	Neomycin, kanamycin and gentamicin biosynthesis
R11290	Neomycin, kanamycin and gentamicin biosynthesis
R11291	Neomycin, kanamycin and gentamicin biosynthesis
R11292	Neomycin, kanamycin and gentamicin biosynthesis
R11293	Neomycin, kanamycin and gentamicin biosynthesis
R11294	Neomycin, kanamycin and gentamicin biosynthesis
R11295	Neomycin, kanamycin and gentamicin biosynthesis
R11296	Neomycin, kanamycin and gentamicin biosynthesis
R11297	Neomycin, kanamycin and gentamicin biosynthesis
R11298	Neomycin, kanamycin and gentamicin biosynthesis
R11299	Neomycin, kanamycin and gentamicin biosynthesis
R11300	Neomycin, kanamycin and gentamicin biosynthesis
R11301	Neomycin, kanamycin and gentamicin biosynthesis
R11306	Starch and sucrose metabolism
R11308	Starch and sucrose metabolism
R11309	Starch and sucrose metabolism
R11310	Starch and sucrose metabolism
R11311	Starch and sucrose metabolism
R11312	
R11313	Thiamine metabolism
R11315	Biosynthesis of secondary metabolites - other antibiotics
R11316	Various types of N-glycan biosynthesis
R11317	Various types of N-glycan biosynthesis
R11318	Various types of N-glycan biosynthesis
R11319	Thiamine metabolism
R11320	Glycosphingolipid biosynthesis - globo and isoglobo series
R11321	Glycosphingolipid biosynthesis - globo and isoglobo series
R11322	Glycosphingolipid biosynthesis - globo and isoglobo series
R11323	Pyrimidine metabolism
R11324	
R11326	
R11327	
R11328	
R11329	Porphyrin and chlorophyll metabolism
R11330	
R11332	
R11333	
R11334	
R11336	
R11337	
R11338	
R11339	Fructose and mannose metabolism
R11340	Acarbose and validamycin biosynthesis
R11341	
R11342	
R11343	
R11344	
R11345	
R11346	Phenazine biosynthesis
R11347	Benzoate degradation
R11348	Benzoate degradation
R11349	
R11350	
R11351	
R11352	
R11353	Benzoate degradation
R11355	
R11356	
R11357	Steroid degradation
R11358	
R11359	
R11360	
R11361	Steroid degradation
R11366	Biosynthesis of enediyne antibiotics
R11367	Biosynthesis of enediyne antibiotics
R11368	Biosynthesis of enediyne antibiotics
R11370	Biosynthesis of enediyne antibiotics
R11371	Biosynthesis of enediyne antibiotics
R11372	Folate biosynthesis
R11373	Staurosporine biosynthesis
R11374	Staurosporine biosynthesis
R11375	Glycosphingolipid biosynthesis - lacto and neolacto series
R11376	Glycosphingolipid biosynthesis - globo and isoglobo series
R11377	Glycosphingolipid biosynthesis - globo and isoglobo series
R11378	Glycosphingolipid biosynthesis - lacto and neolacto series
R11379	Glycosphingolipid biosynthesis - globo and isoglobo series
R11380	
R11381	Insect hormone biosynthesis
R11382	Biosynthesis of secondary metabolites - other antibiotics
R11383	Biosynthesis of secondary metabolites - other antibiotics
R11384	
R11385	
R11386	
R11387	Biosynthesis of enediyne antibiotics
R11391	Biosynthesis of enediyne antibiotics
R11392	Biosynthesis of enediyne antibiotics
R11393	Biosynthesis of enediyne antibiotics
R11394	
R11395	
R11396	
R11398	
R11399	
R11400	
R11401	
R11402	Acarbose and validamycin biosynthesis
R11403	
R11404	
R11405	
R11406	
R11407	Mannose type O-glycan biosynthesis
R11408	Phosphonate and phosphinate metabolism
R11409	
R11410	
R11411	
R11412	Biosynthesis of enediyne antibiotics
R11413	Biosynthesis of enediyne antibiotics
R11416	Biosynthesis of enediyne antibiotics
R11417	Biosynthesis of enediyne antibiotics
R11418	Biosynthesis of enediyne antibiotics
R11419	Biosynthesis of enediyne antibiotics
R11420	Biosynthesis of enediyne antibiotics
R11421	Biosynthesis of enediyne antibiotics
R11422	Biosynthesis of enediyne antibiotics
R11423	Biosynthesis of enediyne antibiotics
R11424	
R11425	
R11426	
R11427	
R11428	Arginine and proline metabolism
R11435	Biosynthesis of enediyne antibiotics
R11436	Biosynthesis of enediyne antibiotics
R11439	
R11440	
R11441	
R11442	
R11443	
R11444	
R11445	Biosynthesis of secondary metabolites - unclassified
R11446	
R11447	
R11448	Butanoate metabolism
R11449	Tetracycline biosynthesis
R11450	
R11451	
R11452	
R11453	
R11454	
R11455	
R11456	
R11457	
R11458	Steroid biosynthesis
R11459	Steroid biosynthesis
R11460	
R11461	
R11462	
R11463	Phenazine biosynthesis
R11468	Polyketide sugar unit biosynthesis
R11469	Polyketide sugar unit biosynthesis
R11471	Polyketide sugar unit biosynthesis
R11472	Polyketide sugar unit biosynthesis
R11473	Polyketide sugar unit biosynthesis
R11474	Polyketide sugar unit biosynthesis
R11475	Polyketide sugar unit biosynthesis
R11476	Polyketide sugar unit biosynthesis
R11477	
R11478	Tetracycline biosynthesis	Biosynthesis of type II polyketide products
R11479	Phosphonate and phosphinate metabolism
R11482	Isoquinoline alkaloid biosynthesis
R11483	Isoquinoline alkaloid biosynthesis
R11484	
R11485	
R11486	
R11487	Sulfur metabolism
R11488	
R11489	Phenazine biosynthesis
R11490	Phenazine biosynthesis
R11491	Phenazine biosynthesis
R11492	Phenazine biosynthesis
R11493	
R11495	
R11496	
R11497	Acarbose and validamycin biosynthesis
R11500	
R11501	
R11502	
R11503	
R11504	
R11505	
R11506	
R11507	Porphyrin and chlorophyll metabolism
R11508	Porphyrin and chlorophyll metabolism
R11509	Porphyrin and chlorophyll metabolism
R11510	Porphyrin and chlorophyll metabolism
R11511	Porphyrin and chlorophyll metabolism
R11512	Porphyrin and chlorophyll metabolism
R11513	Porphyrin and chlorophyll metabolism
R11514	Porphyrin and chlorophyll metabolism
R11515	Tetracycline biosynthesis
R11516	Tetracycline biosynthesis	Biosynthesis of type II polyketide backbone
R11517	Porphyrin and chlorophyll metabolism
R11518	Porphyrin and chlorophyll metabolism
R11519	Porphyrin and chlorophyll metabolism
R11520	
R11521	
R11522	Porphyrin and chlorophyll metabolism
R11524	
R11525	Tetracycline biosynthesis
R11526	Tetracycline biosynthesis
R11527	
R11528	
R11529	
R11530	Starch and sucrose metabolism
R11531	
R11532	
R11533	Phenazine biosynthesis
R11534	
R11535	
R11536	
R11537	
R11538	
R11539	
R11541	Polycyclic aromatic hydrocarbon degradation
R11542	Phenazine biosynthesis
R11543	
R11544	
R11545	Biosynthesis of secondary metabolites - other antibiotics
R11546	Sulfur metabolism
R11547	
R11548	
R11549	Phenylpropanoid biosynthesis
R11551	Monoterpenoid biosynthesis
R11552	Monoterpenoid biosynthesis
R11553	
R11554	
R11555	Lipopolysaccharide biosynthesis
R11556	
R11557	Lipopolysaccharide biosynthesis
R11558	
R11559	
R11560	
R11561	
R11562	
R11563	
R11564	
R11565	
R11566	
R11568	Phenazine biosynthesis
R11569	Phenazine biosynthesis
R11578	Phenazine biosynthesis
R11579	Porphyrin and chlorophyll metabolism
R11580	Porphyrin and chlorophyll metabolism
R11581	Folate biosynthesis
R11582	Folate biosynthesis
R11583	Folate biosynthesis
R11584	
R11585	Chlorocyclohexane and chlorobenzene degradation
R11586	Phenazine biosynthesis
R11588	
R11589	Phenazine biosynthesis
R11590	Phenazine biosynthesis
R11591	Pyruvate metabolism
R11592	
R11593	Pyruvate metabolism
R11594	
R11595	
R11597	
R11598	
R11599	
R11600	
R11601	
R11602	
R11603	
R11604	Arginine and proline metabolism
R11606	
R11607	
R11608	
R11609	
R11610	
R11611	
R11612	
R11613	
R11615	
R11616	
R11617	Purine metabolism
R11618	
R11619	
R11620	Fructose and mannose metabolism
R11622	
R11623	Galactose metabolism
R11624	Pentose and glucuronate interconversions
R11625	Arginine and proline metabolism
R11626	Porphyrin and chlorophyll metabolism
R11627	Porphyrin and chlorophyll metabolism
R11628	Porphyrin and chlorophyll metabolism
R11629	Porphyrin and chlorophyll metabolism
R11630	
R11631	
R11632	
R11633	Purine metabolism
R11634	Purine metabolism
R11635	Pyrimidine metabolism
R11636	Pyrimidine metabolism
R11637	
R11638	
R11639	Cyanoamino acid metabolism
R11640	Cyanoamino acid metabolism
R11641	Cyanoamino acid metabolism
R11642	Cyanoamino acid metabolism
R11643	
R11644	
R11645	
R11646	
R11647	
R11648	
R11649	
R11650	
R11651	
R11652	
R11653	
R11654	
R11655	Biosynthesis of secondary metabolites - other antibiotics	Biosynthesis of secondary metabolites - unclassified
R11656	Diterpenoid biosynthesis
R11657	Diterpenoid biosynthesis
R11658	Diterpenoid biosynthesis
R11659	
R11661	Prodigiosin biosynthesis
R11662	Prodigiosin biosynthesis
R11663	Prodigiosin biosynthesis
R11664	Prodigiosin biosynthesis
R11665	Prodigiosin biosynthesis
R11666	Prodigiosin biosynthesis
R11667	Prodigiosin biosynthesis
R11668	Prodigiosin biosynthesis
R11669	Prodigiosin biosynthesis
R11670	Prodigiosin biosynthesis
R11671	Prodigiosin biosynthesis
R11672	Prodigiosin biosynthesis
R11673	Prodigiosin biosynthesis
R11674	
R11675	
R11676	
R11677	
R11678	
R11679	
R11680	Inositol phosphate metabolism
R11681	Isoquinoline alkaloid biosynthesis
R11682	Isoquinoline alkaloid biosynthesis
R11684	Isoquinoline alkaloid biosynthesis
R11685	Isoquinoline alkaloid biosynthesis
R11686	Isoquinoline alkaloid biosynthesis
R11687	Isoquinoline alkaloid biosynthesis
R11688	Isoquinoline alkaloid biosynthesis
R11689	Isoquinoline alkaloid biosynthesis
R11690	Isoquinoline alkaloid biosynthesis
R11692	Isoquinoline alkaloid biosynthesis
R11693	Isoquinoline alkaloid biosynthesis
R11694	Isoquinoline alkaloid biosynthesis
R11696	Isoquinoline alkaloid biosynthesis
R11697	
R11698	
R11699	
R11700	
R11701	
R11702	
R11703	
R11704	
R11705	Biosynthesis of secondary metabolites - other antibiotics	Biosynthesis of secondary metabolites - unclassified
R11706	
R11707	
R11708	Phosphonate and phosphinate metabolism
R11710	Porphyrin and chlorophyll metabolism
R11711	Arginine biosynthesis
R11712	Arginine and proline metabolism
R11713	Arginine and proline metabolism
R11714	
R11715	
R11716	
R11717	
R11718	Folate biosynthesis
R11719	Folate biosynthesis
R11720	
R11721	
R11722	
R11723	
R11724	
R11726	
R11730	
R11731	Isoquinoline alkaloid biosynthesis
R11732	
R11733	Cyanoamino acid metabolism
R11734	
R11735	
R11737	
R11738	
R11740	Isoquinoline alkaloid biosynthesis
R11741	
R11742	
R11743	
R11744	
R11748	Isoquinoline alkaloid biosynthesis
R11749	C5-Branched dibasic acid metabolism
R11750	C5-Branched dibasic acid metabolism
R11751	Isoquinoline alkaloid biosynthesis
R11761	Isoquinoline alkaloid biosynthesis
R11762	
R11763	Folate biosynthesis
R11764	Folate biosynthesis
R11765	Folate biosynthesis
R11766	Folate biosynthesis
R11767	Folate biosynthesis
R11768	Pentose and glucuronate interconversions
R11769	Benzoate degradation
R11770	Inositol phosphate metabolism
R11771	Inositol phosphate metabolism
R11772	Inositol phosphate metabolism
R11773	Propanoate metabolism
R11774	
R11775	
R11776	
R11777	Indole alkaloid biosynthesis
R11778	
R11779	Biosynthesis of secondary metabolites - other antibiotics
R11780	Biosynthesis of secondary metabolites - other antibiotics
R11781	
R11782	
R11783	
R11784	
R11785	Amino sugar and nucleotide sugar metabolism
R11786	
R11787	
R11788	
R11789	
R11790	
R11791	
R11792	
R11793	
R11794	
R11795	
R11796	
R11797	
R11798	
R11799	
R11800	
R11801	
R11802	Indole alkaloid biosynthesis
R11803	
R11804	
R11805	
R11806	
R11807	
R11808	
R11809	
R11810	Indole alkaloid biosynthesis
R11811	Indole alkaloid biosynthesis
R11812	
R11813	
R11814	
R11815	
R11816	Porphyrin and chlorophyll metabolism
R11817	Porphyrin and chlorophyll metabolism
R11818	
R11819	Arginine and proline metabolism
R11820	Diterpenoid biosynthesis
R11821	
R11822	
R11823	
R11824	
R11825	
R11826	
R11827	
R11828	
R11829	
R11830	
R11831	
R11832	
R11833	
R11834	
R11835	
R11836	
R11837	
R11838	
R11839	
R11840	
R11841	
R11842	
R11843	
R11844	
R11845	
R11846	
R11847	
R11848	Diterpenoid biosynthesis
R11849	
R11850	
R11851	Diterpenoid biosynthesis
R11852	
R11853	
R11854	
R11855	
R11856	
R11857	
R11858	
R11859	
R11860	
R11861	Glutathione metabolism
R11862	
R11864	
R11866	
R11867	
R11868	
R11869	Diterpenoid biosynthesis
R11870	
R11871	
R11872	
R11873	
R11874	
R11875	
R11876	
R11877	
R11878	
R11879	
R11880	
R11881	
R11882	
R11885	
R11886	
R11887	Glucosinolate biosynthesis
R11888	Glucosinolate biosynthesis
R11889	
R11891	Drug metabolism - other enzymes
R11892	Drug metabolism - other enzymes
R11893	Drug metabolism - other enzymes
R11894	Drug metabolism - other enzymes
R11895	Drug metabolism - other enzymes
R11896	Drug metabolism - other enzymes
R11897	Chloroalkane and chloroalkene degradation
R11899	Chloroalkane and chloroalkene degradation
R11901	Chloroalkane and chloroalkene degradation
R11902	Drug metabolism - other enzymes
R11903	Drug metabolism - other enzymes
R11904	Drug metabolism - other enzymes
R11906	Drug metabolism - other enzymes
R11907	Drug metabolism - other enzymes
R11909	Drug metabolism - other enzymes
R11911	
R11912	Indole alkaloid biosynthesis
R11913	
R11914	
R11915	
R11916	Tyrosine metabolism
R11917	Tyrosine metabolism	Isoquinoline alkaloid biosynthesis
R11918	Phenylalanine metabolism
R11919	
R11920	
R11921	
R11922	
R11923	
R11924	
R11925	
R11926	
R11927	
R11928	Methane metabolism
R11929	Sulfur metabolism
R11930	
R11931	Methane metabolism
R11932	Indole alkaloid biosynthesis
R11933	Indole alkaloid biosynthesis
R11934	
R11935	Indole alkaloid biosynthesis
R11936	Indole alkaloid biosynthesis
R11937	
R11938	
R11939	
R11940	
R11941	
R11942	
R11943	Methane metabolism
R11944	Methane metabolism
R11946	
R11948	
R11949	
R11950	
R11951	Diterpenoid biosynthesis
R11952	Retinol metabolism
R11953	
R11954	
R11955	
R11956	
R11957	
R11958	
R11959	
R11960	
R11961	Biosynthesis of secondary metabolites - other antibiotics
R11962	Biosynthesis of secondary metabolites - other antibiotics
R11963	Biosynthesis of secondary metabolites - other antibiotics
R11964	
R11971	
R11972	
R11973	Diterpenoid biosynthesis
R11974	Diterpenoid biosynthesis
R11975	
R11976	
R11977	Diterpenoid biosynthesis
R11978	Diterpenoid biosynthesis
R11979	Diterpenoid biosynthesis
R11980	Diterpenoid biosynthesis
R11981	Diterpenoid biosynthesis
R11982	
R11983	
R11984	
R11985	
R11986	
R11987	Diterpenoid biosynthesis
R11988	Diterpenoid biosynthesis
R11989	Diterpenoid biosynthesis
R11990	Diterpenoid biosynthesis
R11991	
R11992	
R11993	
R11994	Lipoarabinomannan (LAM) biosynthesis
R11995	Lipoarabinomannan (LAM) biosynthesis
R11996	
R11997	Lipoarabinomannan (LAM) biosynthesis
R11998	Lipoarabinomannan (LAM) biosynthesis
R12000	Porphyrin and chlorophyll metabolism
R12003	
R12004	
R12005	
R12006	
R12007	
R12008	
R12009	
R12010	
R12011	
R12012	
R12013	
R12015	
R12016	
R12017	
R12018	
R12019	
R12020	
R12021	
R12022	
R12023	
R12024	
R12025	Dioxin degradation
R12026	Thiamine metabolism
R12027	
R12028	
R12029	
R12030	
R12031	
R12032	
R12033	
R12034	
R12035	
R12038	Lipoarabinomannan (LAM) biosynthesis
R12039	Lipoarabinomannan (LAM) biosynthesis
R12040	Lipoarabinomannan (LAM) biosynthesis
R12041	Lipoarabinomannan (LAM) biosynthesis
R12042	Lipoarabinomannan (LAM) biosynthesis
R12045	
R12046	Flavone and flavonol biosynthesis
R12047	Flavone and flavonol biosynthesis
R12048	Biosynthesis of unsaturated fatty acids
R12049	Biosynthesis of secondary metabolites - other antibiotics
R12050	Biosynthesis of secondary metabolites - other antibiotics
R12051	Biosynthesis of secondary metabolites - other antibiotics
R12052	Biosynthesis of secondary metabolites - other antibiotics
R12053	Biosynthesis of secondary metabolites - other antibiotics
R12054	Biosynthesis of secondary metabolites - other antibiotics
R12055	Cysteine and methionine metabolism	Tryptophan metabolism
R12056	
R12057	
R12058	
R12059	
R12060	
R12061	
R12062	
R12063	
R12064	
R12065	
R12066	
R12067	
R12068	
R12069	
R12070	
R12071	
R12072	
R12073	
R12074	
R12075	Arabinogalactan biosynthesis - Mycobacterium
R12076	
R12077	Arabinogalactan biosynthesis - Mycobacterium
R12078	Arabinogalactan biosynthesis - Mycobacterium
R12079	Arabinogalactan biosynthesis - Mycobacterium
R12080	Arabinogalactan biosynthesis - Mycobacterium
R12081	
R12082	
R12083	
R12084	Nitrogen metabolism
R12085	Arginine and proline metabolism
R12086	
R12087	
R12088	Flavonoid biosynthesis
R12089	
R12090	Indole alkaloid biosynthesis
R12092	Cysteine and methionine metabolism
R12093	Indole alkaloid biosynthesis
R12095	
R12096	
R12097	
R12098	
R12099	
R12100	
R12101	Biosynthesis of secondary metabolites - unclassified
R12102	Biosynthesis of secondary metabolites - unclassified
R12103	Biosynthesis of secondary metabolites - unclassified
R12105	
R12106	
R12107	
R12108	
R12109	
R12110	
R12111	
R12112	Flavonoid biosynthesis
R12113	
R12114	Biosynthesis of secondary metabolites - other antibiotics
R12115	
R12116	
R12117	Flavonoid biosynthesis
R12118	
R12119	
R12120	
R12121	
R12122	
R12123	Diterpenoid biosynthesis
R12124	Inositol phosphate metabolism
R12125	
R12128	
R12129	
R12130	
R12131	
R12133	
R12134	
R12138	Indole alkaloid biosynthesis
R12141	alpha-Linolenic acid metabolism
R12144	
R12146	Ascorbate and aldarate metabolism
R12147	
R12149	
R12150	
R12151	
R12152	
R12153	
R12154	
R12155	Ascorbate and aldarate metabolism
R12156	Ascorbate and aldarate metabolism
R12157	
R12158	
R12159	
R12160	
R12161	Methane metabolism
R12162	Methane metabolism
R12163	
R12164	
R12165	
R12166	
R12167	Biosynthesis of unsaturated fatty acids
R12168	Biosynthesis of unsaturated fatty acids
R12169	Biosynthesis of unsaturated fatty acids
R12170	Biosynthesis of unsaturated fatty acids
R12171	Biosynthesis of unsaturated fatty acids
R12172	Biosynthesis of unsaturated fatty acids
R12173	Biosynthesis of unsaturated fatty acids
R12174	Monoterpenoid biosynthesis
R12175	Monoterpenoid biosynthesis
R12176	
R12177	
R12178	
R12181	
R12182	Monoterpenoid biosynthesis
R12183	
R12184	
R12187	Lipopolysaccharide biosynthesis
R12188	
R12193	Lipopolysaccharide biosynthesis
R12194	Lipopolysaccharide biosynthesis
R12196	Lipopolysaccharide biosynthesis
R12197	Lipopolysaccharide biosynthesis
R12198	Lipopolysaccharide biosynthesis
R12199	Lipopolysaccharide biosynthesis
R12200	Lipopolysaccharide biosynthesis
R12201	Lipopolysaccharide biosynthesis
R12202	Lipopolysaccharide biosynthesis
R12203	Lipopolysaccharide biosynthesis
R12204	Lipopolysaccharide biosynthesis
R12205	Biosynthesis of unsaturated fatty acids
R12206	Lipopolysaccharide biosynthesis
R12207	Lipopolysaccharide biosynthesis
R12208	
R12209	
R12210	Lipopolysaccharide biosynthesis
R12211	Lipopolysaccharide biosynthesis
R12213	Flavonoid biosynthesis
R12214	Lysine degradation
R12215	Lysine degradation
R12216	Lysine degradation
R12217	Lysine degradation
R12218	
R12219	Lipopolysaccharide biosynthesis
R12220	
R12221	
R12222	
R12223	
R12224	
R12225	
R12226	
R12227	
R12228	
R12229	
R12230	
R12231	Monoterpenoid biosynthesis
R12232	
R12233	
R12234	
R12235	
R12236	
R12237	
R12238	
R12239	
R12240	Glycerolipid metabolism
R12241	Glycerolipid metabolism	Glycerophospholipid metabolism
R12242	
R12243	
R12244	Mannose type O-glycan biosynthesis
R12245	
R12246	
R12247	
R12248	
R12249	
R12250	
R12251	
R12252	Tyrosine metabolism
R12253	Monoterpenoid biosynthesis
R12255	Ubiquinone and other terpenoid-quinone biosynthesis
R12256	Tryptophan metabolism
R12257	
R12258	
R12259	
R12260	
R12261	
R12262	Isoquinoline alkaloid biosynthesis
R12263	
R12264	Flavonoid biosynthesis
R12265	Vitamin B6 metabolism
R12266	
R12267	
R12269	
R12270	
R12271	D-Glutamine and D-glutamate metabolism
R12272	D-Glutamine and D-glutamate metabolism
R12273	
R12275	
R12276	
R12277	Flavonoid biosynthesis	Isoflavonoid biosynthesis
R12278	Flavonoid biosynthesis	Isoflavonoid biosynthesis
R12279	Flavonoid biosynthesis
R12280	
R12281	
R12282	Indole alkaloid biosynthesis
R12283	
R12284	
R12285	
R12286	
R12287	
R12288	
R12289	
R12290	
R12292	Mannose type O-glycan biosynthesis
R12293	Mannose type O-glycan biosynthesis
R12294	Mannose type O-glycan biosynthesis
R12295	Mannose type O-glycan biosynthesis
R12296	Mannose type O-glycan biosynthesis
R12297	Mannose type O-glycan biosynthesis
R12298	Mannose type O-glycan biosynthesis
R12299	N-Glycan biosynthesis
R12300	Fatty acid biosynthesis
R12301	Aminobenzoate degradation
R12302	
R12303	Tryptophan metabolism
R12304	D-Arginine and D-ornithine metabolism
R12305	Lysine degradation
R12306	Phenylpropanoid biosynthesis
R12308	Biosynthesis of secondary metabolites - unclassified
R12309	Biosynthesis of secondary metabolites - unclassified
R12311	Biosynthesis of secondary metabolites - unclassified
R12312	Biosynthesis of secondary metabolites - unclassified
R12313	
R12314	
R12315	
R12316	
R12317	
R12318	
R12319	
R12320	
R12321	
R12322	
R12323	Steroid biosynthesis
R12324	
R12325	
R12326	
R12330	
R12331	
R12332	Atrazine degradation
R12333	Atrazine degradation
R12336	
R12337	
R12338	
R12339	
R12340	
R12341	
R12342	Cysteine and methionine metabolism
R12343	
R12344	Biosynthesis of secondary metabolites - other antibiotics	Biosynthesis of secondary metabolites - unclassified
R12345	
R12346	
R12347	
R12348	
R12349	
R12350	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
R12351	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
R12352	Biosynthesis of secondary metabolites - other antibiotics
R12353	Biosynthesis of secondary metabolites - unclassified
R12354	Biosynthesis of secondary metabolites - unclassified
R12355	Steroid biosynthesis
R12356	beta-Alanine metabolism	Propanoate metabolism
R12357	
R12358	
R12359	
R12360	
R12361	
R12362	
R12363	
R12364	
R12365	
R12366	
R12367	
R12368	
R12369	
R12370	
R12371	Steroid biosynthesis
R12372	
R12373	
R12374	
R12375	Steroid biosynthesis
R12376	Steroid biosynthesis
R12377	Steroid biosynthesis
R12378	Steroid biosynthesis
R12379	Steroid biosynthesis
R12380	
R12381	
R12382	
R12383	
R12384	
R12385	
R12386	
R12387	
R12388	
R12389	
R12390	
R12391	
R12392	
R12393	
R12394	
R12395	
R12396	
R12397	
R12398	
R12399	Steroid biosynthesis
R12400	Steroid biosynthesis
R12401	Steroid biosynthesis
R12402	
R12403	Steroid biosynthesis
R12404	Steroid biosynthesis
R12405	Steroid biosynthesis
R12406	
R12407	Biosynthesis of secondary metabolites - unclassified
R12408	Biosynthesis of secondary metabolites - unclassified
R12409	Biosynthesis of secondary metabolites - unclassified
R12411	Biosynthesis of secondary metabolites - unclassified
R12412	Biosynthesis of secondary metabolites - unclassified
R12414	Biosynthesis of secondary metabolites - other antibiotics
R12415	Biosynthesis of secondary metabolites - other antibiotics
R12416	
R12417	Biosynthesis of secondary metabolites - unclassified
R12418	Biosynthesis of secondary metabolites - unclassified
R12419	Biosynthesis of secondary metabolites - unclassified
R12420	Biosynthesis of secondary metabolites - unclassified
R12422	
R12423	
R12424	
R12425	
R12426	
R12427	
R12428	
R12429	
R12430	
R12431	
R12432	
R12433	
R12434	
R12435	
R12437	
R12438	
R12439	
R12440	
R12441	
R12442	
R12443	
R12444	
R12445	
R12446	
R12447	
R12448	
R12449	
R12450	
R00647	Ascorbate and aldarate metabolism
R01652	Valine, leucine and isoleucine biosynthesis
R02317	Tropane, piperidine and pyridine alkaloid biosynthesis
R02962	Tyrosine metabolism	Betalain biosynthesis
R03166	Porphyrin and chlorophyll metabolism
R03186	Ascorbate and aldarate metabolism
R03672	Tyrosine metabolism
R03674	Tyrosine metabolism
R03758	Glycine, serine and threonine metabolism
R04500	Chlorocyclohexane and chlorobenzene degradation
R04578	Monoterpenoid biosynthesis
R04639	Folate biosynthesis
R04701	Isoquinoline alkaloid biosynthesis
R04769	Isoquinoline alkaloid biosynthesis
R05041	Retinol metabolism
R05048	Folate biosynthesis
R05098	Caprolactam degradation
R05455	Ubiquinone and other terpenoid-quinone biosynthesis
R05483	Chlorocyclohexane and chlorobenzene degradation
R05484	Chlorocyclohexane and chlorobenzene degradation
R05824	Indole alkaloid biosynthesis
R05826	Indole alkaloid biosynthesis
R05844	Indole alkaloid biosynthesis
R05845	Indole alkaloid biosynthesis
R05846	Indole alkaloid biosynthesis
R05887	Isoquinoline alkaloid biosynthesis
R05889	Isoquinoline alkaloid biosynthesis
R06063	
R06064	
R06194	Retinol metabolism
R06650	Biosynthesis of type II polyketide products
R06830	
R06982	Methane metabolism
R07009	Metabolism of xenobiotics by cytochrome P450
R07010	Metabolism of xenobiotics by cytochrome P450
R07011	Metabolism of xenobiotics by cytochrome P450
R07012	Metabolism of xenobiotics by cytochrome P450
R07198	
R07316	Nitrogen metabolism
R07406	Vitamin B6 metabolism
R07408	
R07679	Ascorbate and aldarate metabolism
R07947	Nicotinate and nicotinamide metabolism
R07948	Nicotinate and nicotinamide metabolism
R08020	Nitrotoluene degradation
R08279	Drug metabolism - cytochrome P450
R08289	Drug metabolism - cytochrome P450
R08358	Glutathione metabolism
R08361	Glutathione metabolism
R08372	
R08637	
R08698	
R08763	
R08818	Betalain biosynthesis
R08820	Betalain biosynthesis
R08821	Betalain biosynthesis
R08825	Betalain biosynthesis
R08827	Betalain biosynthesis
R08829	Betalain biosynthesis
R08831	Betalain biosynthesis
R08833	Betalain biosynthesis
R08834	Betalain biosynthesis
R08835	Betalain biosynthesis
R08837	Betalain biosynthesis
R08976	
R09142	Chloroalkane and chloroalkene degradation
R09143	Chloroalkane and chloroalkene degradation
R09144	Chloroalkane and chloroalkene degradation
R09145	Chloroalkane and chloroalkene degradation
R09149	Chloroalkane and chloroalkene degradation
R09274	Aminobenzoate degradation
R09367	Selenocompound metabolism
R09368	Selenocompound metabolism
R09391	Limonene and pinene degradation
R09392	Limonene and pinene degradation
R09431	Metabolism of xenobiotics by cytochrome P450
R09432	Metabolism of xenobiotics by cytochrome P450
R09433	Metabolism of xenobiotics by cytochrome P450
R09434	Metabolism of xenobiotics by cytochrome P450
R09885	Steroid degradation
