# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	454964	455392	-	WP_003666752.1	WP_003666752.1		division/cell wall cluster transcriptional repressor MraZ			HMPREF0536_RS05640	429	142	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	455681	456034	-							HMPREF0536_RS05645	354		old_locus_tag=HMPREF0536_11090
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	455681	456034	-	WP_003668329.1	WP_003668329.1		hypothetical protein			HMPREF0536_RS05645	354	117	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	456163	456282	+							HMPREF0536_RS10875	120		old_locus_tag=HMPREF0536_11091
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	456163	456282	+	WP_003666746.1	WP_003666746.1		DUF4044 domain-containing protein			HMPREF0536_RS10875	120	39	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	456344	458674	-							HMPREF0536_RS05650	2331		old_locus_tag=HMPREF0536_11092
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	456344	458674	-	WP_003668332.1	WP_003668332.1		DNA translocase FtsK			HMPREF0536_RS05650	2331	776	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	458696	459205	-							HMPREF0536_RS05655	510		old_locus_tag=HMPREF0536_11093
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	458696	459205	-	WP_003668333.1	WP_003668333.1		tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL			HMPREF0536_RS05655	510	169	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	459377	460234	-							HMPREF0536_RS05660	858		old_locus_tag=HMPREF0536_11094
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	459377	460234	-	WP_003668335.1	WP_003668335.1		methyltransferase domain-containing protein			HMPREF0536_RS05660	858	285	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	460349	461377	+							HMPREF0536_RS05665	1029		old_locus_tag=HMPREF0536_11095
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	460349	461377	+	WP_003668337.1	WP_003668337.1		lactonase family protein			HMPREF0536_RS05665	1029	342	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	461798	461986	+							HMPREF0536_RS05670	189		old_locus_tag=HMPREF0536_11096
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	461798	461986	+	WP_003668338.1	WP_003668338.1		hypothetical protein			HMPREF0536_RS05670	189	62	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	461976	462332	+							HMPREF0536_RS05675	357		old_locus_tag=HMPREF0536_11097
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	461976	462332	+	WP_003668340.1	WP_003668340.1		IS66 family insertion sequence hypothetical protein			HMPREF0536_RS05675	357	118	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	462403	462975	+							HMPREF0536_RS05680	573		old_locus_tag=HMPREF0536_11098
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	462403	462975	+	WP_003666889.1	WP_003666889.1		hypothetical protein			HMPREF0536_RS05680	573	190	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	462965	463939	+							HMPREF0536_RS05685	975		old_locus_tag=HMPREF0536_11099
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	462965	463939	+	WP_003666887.1	WP_003666887.1		IS66 family transposase			HMPREF0536_RS05685	975	324	
gene	rRNA	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	464123	464239	-					rrf		HMPREF0536_RS05690	117		old_locus_tag=HMPREF0536_r10019
rRNA		GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000006.1	464123	464239	-				5S ribosomal RNA	rrf		HMPREF0536_RS05690	117		
gene	rRNA	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	84	200	+					rrf		HMPREF0536_RS01590	117		old_locus_tag=HMPREF0536_r10012
rRNA		GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	84	200	+				5S ribosomal RNA	rrf		HMPREF0536_RS01590	117		
gene	tRNA	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	206	278	+							HMPREF0536_RS01595	73		old_locus_tag=HMPREF0536_t10027
tRNA		GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	206	278	+				tRNA-Asn			HMPREF0536_RS01595	73		anticodon=GTT
gene	tRNA	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	325	397	+							HMPREF0536_RS01600	73		old_locus_tag=HMPREF0536_t10028
tRNA		GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	325	397	+				tRNA-Thr			HMPREF0536_RS01600	73		anticodon=CGT
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	648	836	+							HMPREF0536_RS01605	189		old_locus_tag=HMPREF0536_10296
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	648	836	+	WP_003667271.1	WP_003667271.1		hypothetical protein			HMPREF0536_RS01605	189	62	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	826	1182	+							HMPREF0536_RS01610	357		old_locus_tag=HMPREF0536_10297
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	826	1182	+	WP_003667289.1	WP_003667289.1		IS66 family insertion sequence hypothetical protein			HMPREF0536_RS01610	357	118	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	1253	2797	+							HMPREF0536_RS01615	1545		old_locus_tag=HMPREF0536_10298
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	1253	2797	+	WP_003667292.1	WP_003667292.1		IS66 family transposase			HMPREF0536_RS01615	1545	514	
gene	tRNA	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	3578	3650	+							HMPREF0536_RS01620	73		old_locus_tag=HMPREF0536_t10029
tRNA		GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	3578	3650	+				tRNA-Asn			HMPREF0536_RS01620	73		anticodon=GTT
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	3838	4551	+							HMPREF0536_RS01625	714		old_locus_tag=HMPREF0536_10299
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	3838	4551	+	WP_003667293.1	WP_003667293.1		hypothetical protein			HMPREF0536_RS01625	714	237	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	4764	6263	+							HMPREF0536_RS01630	1500		old_locus_tag=HMPREF0536_10300
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	4764	6263	+	WP_003667295.1	WP_003667295.1		peptide MFS transporter			HMPREF0536_RS01630	1500	499	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	6320	7150	+							HMPREF0536_RS01635	831		old_locus_tag=HMPREF0536_10301
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	6320	7150	+	WP_003667296.1	WP_003667296.1		metallophosphoesterase			HMPREF0536_RS01635	831	276	
gene	tRNA	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	7251	7333	+							HMPREF0536_RS01640	83		old_locus_tag=HMPREF0536_t10030
tRNA		GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	7251	7333	+				tRNA-Tyr			HMPREF0536_RS01640	83		anticodon=GTA
gene	tRNA	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	7344	7415	+							HMPREF0536_RS01645	72		old_locus_tag=HMPREF0536_t10031
tRNA		GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	7344	7415	+				tRNA-Gln			HMPREF0536_RS01645	72		anticodon=TTG
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	7509	8153	+							HMPREF0536_RS01650	645		old_locus_tag=HMPREF0536_10302
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	7509	8153	+	WP_003667298.1	WP_003667298.1		hypothetical protein			HMPREF0536_RS01650	645	214	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	8271	9671	+							HMPREF0536_RS01655	1401		old_locus_tag=HMPREF0536_10303
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	8271	9671	+	WP_003667300.1	WP_003667300.1		MFS transporter			HMPREF0536_RS01655	1401	466	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	9762	11411	+							HMPREF0536_RS01660	1650		old_locus_tag=HMPREF0536_10304
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	9762	11411	+	WP_011953392.1	WP_011953392.1		aspartate:alanine antiporter			HMPREF0536_RS01660	1650	549	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	11444	12154	+							HMPREF0536_RS01665	711		old_locus_tag=HMPREF0536_10305
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	11444	12154	+	WP_003667304.1	WP_003667304.1		aspartate racemase			HMPREF0536_RS01665	711	236	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	12320	13021	+							HMPREF0536_RS01670	702		old_locus_tag=HMPREF0536_10306
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	12320	13021	+	WP_003666262.1	WP_003666262.1		GntR family transcriptional regulator			HMPREF0536_RS01670	702	233	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	13083	14549	+							HMPREF0536_RS01675	1467		old_locus_tag=HMPREF0536_10307
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	13083	14549	+	WP_003667307.1	WP_003667307.1		nicotinate phosphoribosyltransferase			HMPREF0536_RS01675	1467	488	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	14562	15389	+							HMPREF0536_RS01680	828		old_locus_tag=HMPREF0536_10308
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	14562	15389	+	WP_003667309.1	WP_003667309.1		NAD(+) synthetase			HMPREF0536_RS01680	828	275	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	15455	17632	+							HMPREF0536_RS01685	2178		old_locus_tag=HMPREF0536_10309
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	15455	17632	+	WP_035164302.1	WP_035164302.1		RNA-binding transcriptional accessory protein			HMPREF0536_RS01685	2178	725	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	17625	18077	+							HMPREF0536_RS01690	453		old_locus_tag=HMPREF0536_10310
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	17625	18077	+	WP_003667312.1	WP_003667312.1		SprT family protein			HMPREF0536_RS01690	453	150	
gene	tRNA	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	18135	18223	+							HMPREF0536_RS01695	89		old_locus_tag=HMPREF0536_t10032
tRNA		GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	18135	18223	+				tRNA-Leu			HMPREF0536_RS01695	89		anticodon=AAG
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	18380	20266	+							HMPREF0536_RS01700	1887		old_locus_tag=HMPREF0536_10311
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	18380	20266	+	WP_003667314.1	WP_003667314.1		beta-galactosidase			HMPREF0536_RS01700	1887	628	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	20250	21209	+							HMPREF0536_RS01705	960		old_locus_tag=HMPREF0536_10312
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	20250	21209	+	WP_003667315.1	WP_003667315.1		beta-galactosidase			HMPREF0536_RS01705	960	319	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	21307	23076	-							HMPREF0536_RS01710	1770		old_locus_tag=HMPREF0536_10313
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	21307	23076	-	WP_003667316.1	WP_003667316.1		hypothetical protein			HMPREF0536_RS01710	1770	589	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	23207	23956	+							HMPREF0536_RS01715	750		old_locus_tag=HMPREF0536_10314
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	23207	23956	+	WP_003667318.1	WP_003667318.1		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase			HMPREF0536_RS01715	750	249	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	23931	24797	+							HMPREF0536_RS01720	867		old_locus_tag=HMPREF0536_10315
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	23931	24797	+	WP_003667320.1	WP_003667320.1		alpha/beta hydrolase			HMPREF0536_RS01720	867	288	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	25063	26205	+							HMPREF0536_RS01725	1143		old_locus_tag=HMPREF0536_10316
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	25063	26205	+	WP_003667321.1	WP_003667321.1		PLP-dependent transferase			HMPREF0536_RS01725	1143	380	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	26232	26933	+							HMPREF0536_RS01730	702		old_locus_tag=HMPREF0536_10317
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	26232	26933	+	WP_003667322.1	WP_003667322.1		amino acid ABC transporter permease			HMPREF0536_RS01730	702	233	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	26939	27688	+							HMPREF0536_RS01735	750		old_locus_tag=HMPREF0536_10318
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	26939	27688	+	WP_003667324.1	WP_003667324.1		amino acid ABC transporter ATP-binding protein			HMPREF0536_RS01735	750	249	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	27704	28495	+							HMPREF0536_RS01740	792		old_locus_tag=HMPREF0536_10319
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	27704	28495	+	WP_003667327.1	WP_003667327.1		amino acid ABC transporter substrate-binding protein			HMPREF0536_RS01740	792	263	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	28603	29943	-							HMPREF0536_RS01745	1341		old_locus_tag=HMPREF0536_10320
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	28603	29943	-	WP_003667329.1	WP_003667329.1		aminopeptidase C			HMPREF0536_RS01745	1341	446	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	29972	30655	-							HMPREF0536_RS01750	684		old_locus_tag=HMPREF0536_10321
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	29972	30655	-	WP_003666281.1	WP_003666281.1		ribose-5-phosphate isomerase			HMPREF0536_RS01750	684	227	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	30667	30981	-							HMPREF0536_RS01755	315		old_locus_tag=HMPREF0536_10322
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	30667	30981	-	WP_003667332.1	WP_003667332.1		N-acetyltransferase			HMPREF0536_RS01755	315	104	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	31102	31638	+							HMPREF0536_RS01760	537		old_locus_tag=HMPREF0536_10323
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	31102	31638	+	WP_003667334.1	WP_003667334.1		dUTP diphosphatase			HMPREF0536_RS01760	537	178	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	31663	33036	+							HMPREF0536_RS01765	1374		old_locus_tag=HMPREF0536_10324
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	31663	33036	+	WP_003667336.1	WP_003667336.1		DNA repair protein RadA			HMPREF0536_RS01765	1374	457	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	33055	34206	+							HMPREF0536_RS01770	1152		old_locus_tag=HMPREF0536_10325
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	33055	34206	+	WP_003667337.1	WP_003667337.1		PIN/TRAM domain-containing protein			HMPREF0536_RS01770	1152	383	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	34244	34582	-							HMPREF0536_RS10790	339		old_locus_tag=HMPREF0536_10326
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	34244	34582	-	WP_003667338.1	WP_003667338.1		hypothetical protein			HMPREF0536_RS10790	339	112	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	34581	35993	+							HMPREF0536_RS01775	1413		old_locus_tag=HMPREF0536_10327
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	34581	35993	+	WP_003673191.1	WP_003673191.1		cysteine--tRNA ligase			HMPREF0536_RS01775	1413	470	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	36005	36418	+							HMPREF0536_RS01780	414		old_locus_tag=HMPREF0536_10328
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	36005	36418	+	WP_003667341.1	WP_003667341.1		ribonuclease III			HMPREF0536_RS01780	414	137	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	36408	37157	+							HMPREF0536_RS01785	750		old_locus_tag=HMPREF0536_10329
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	36408	37157	+	WP_003667343.1	WP_003667343.1		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB			HMPREF0536_RS01785	750	249	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	37223	37372	+							HMPREF0536_RS10795	150		
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	37223	37372	+	WP_003666293.1	WP_003666293.1		50S ribosomal protein L33			HMPREF0536_RS10795	150	49	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	37384	37560	+							HMPREF0536_RS01790	177		old_locus_tag=HMPREF0536_10330
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	37384	37560	+	WP_003666294.1	WP_003666294.1		preprotein translocase subunit SecE			HMPREF0536_RS01790	177	58	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	37661	38221	+							HMPREF0536_RS01795	561		old_locus_tag=HMPREF0536_10331
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	37661	38221	+	WP_003667346.1	WP_003667346.1		transcription termination/antitermination protein NusG			HMPREF0536_RS01795	561	186	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	38361	38786	+							HMPREF0536_RS01800	426		old_locus_tag=HMPREF0536_10332
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	38361	38786	+	WP_003666299.1	WP_003666299.1		50S ribosomal protein L11			HMPREF0536_RS01800	426	141	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	38878	39570	+							HMPREF0536_RS01805	693		old_locus_tag=HMPREF0536_10333
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	38878	39570	+	WP_003666300.1	WP_003666300.1		50S ribosomal protein L1			HMPREF0536_RS01805	693	230	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	39748	40941	+							HMPREF0536_RS01810	1194		old_locus_tag=HMPREF0536_10334
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	39748	40941	+	WP_003667350.1	WP_003667350.1		PLP-dependent aminotransferase family protein			HMPREF0536_RS01810	1194	397	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	41417	42721	+							HMPREF0536_RS01815	1305		old_locus_tag=HMPREF0536_10336
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	41417	42721	+	WP_003667353.1	WP_003667353.1		glycosyl transferase			HMPREF0536_RS01815	1305	434	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	42734	43855	+							HMPREF0536_RS01820	1122		old_locus_tag=HMPREF0536_10337
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	42734	43855	+	WP_003667355.1	WP_003667355.1		UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)			HMPREF0536_RS01820	1122	373	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	44053	44553	+							HMPREF0536_RS01825	501		old_locus_tag=HMPREF0536_10338
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	44053	44553	+	WP_003666309.1	WP_003666309.1		50S ribosomal protein L10			HMPREF0536_RS01825	501	166	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	44616	44981	+							HMPREF0536_RS01830	366		old_locus_tag=HMPREF0536_10339
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	44616	44981	+	WP_003666310.1	WP_003666310.1		50S ribosomal protein L7/L12			HMPREF0536_RS01830	366	121	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	45169	45453	-							HMPREF0536_RS01835	285		old_locus_tag=HMPREF0536_10340
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	45169	45453	-	WP_003667357.1	WP_003667357.1		hypothetical protein			HMPREF0536_RS01835	285	94	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	45586	45816	-							HMPREF0536_RS01840	231		old_locus_tag=HMPREF0536_10341
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	45586	45816	-	WP_003667358.1	WP_003667358.1		hypothetical protein			HMPREF0536_RS01840	231	76	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	45950	46321	-							HMPREF0536_RS01845	372		old_locus_tag=HMPREF0536_10342
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	45950	46321	-	WP_003667360.1	WP_003667360.1		large conductance mechanosensitive channel protein MscL			HMPREF0536_RS01845	372	123	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	46511	46843	+							HMPREF0536_RS01850	333		old_locus_tag=HMPREF0536_10343
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	46511	46843	+	WP_003667362.1	WP_003667362.1		PadR family transcriptional regulator			HMPREF0536_RS01850	333	110	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	46836	47447	+							HMPREF0536_RS01855	612		old_locus_tag=HMPREF0536_10344
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	46836	47447	+	WP_003667363.1	WP_003667363.1		DUF1700 domain-containing protein			HMPREF0536_RS01855	612	203	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	47448	48203	+							HMPREF0536_RS01860	756		old_locus_tag=HMPREF0536_10345
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	47448	48203	+	WP_003667365.1	WP_003667365.1		hypothetical protein			HMPREF0536_RS01860	756	251	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	48291	50927	-							HMPREF0536_RS01865	2637		old_locus_tag=HMPREF0536_10346
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	48291	50927	-	WP_003667367.1	WP_003667367.1		bifunctional acetaldehyde-CoA/alcohol dehydrogenase			HMPREF0536_RS01865	2637	878	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000005.1	51285	52304	-							HMPREF0536_RS01870	1020		old_locus_tag=HMPREF0536_10347
